"X.U.FEFF.date","camera","video","timestamp","species","count","site","latin","Order","Family","Primary_functional_group","Secondary_functional_group","Max_length","common_length","MaxLengthTL","Troph","ComDepthMin","ComDepthMax","TempPrefMean","FeedingPath","diet_breadth","TL_group","abund"
"5.9","4ºÅ»ú","GH010127.MP4","9:30-9:40","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","9:40-9:50","ºÚ±ß½ÇÁÛ÷ƒ",1,"Meiji","Melichthys vidua","Tetraodontiformes","Balistidae","Omnivore","omnivore",NA,NA,40,3.380000114,9,33,27.6,"benthic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","9:40-9:50","ÐÂÔÂºûµûÓã",1,"Meiji","Chaetodon lunula","Perciformes","Chaetodontidae","Omnivore","omnivore",20,NA,20,3.700000048,18,82,27.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","10-10:10","°ßµã¾Å¼¬öÔ",1,"Meiji","Gracila polleni","Perciformes","Serranidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,43,4.2,25,120,26.5,NA,28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","10:10-10:20","Á­Óã",1,"Meiji","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","10:20-10:30","ÎÛÉ«ÂÌðÐ×ìÓã",1,"Meiji","Chlorurus sordidus","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,40,2.619999886,5,26,27.5,"benthic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","10:30-10:40","»ÆÒí´ÌÎ²Óã",8,"Meiji","Acanthurus xanthopterus","Perciformes","Acanthuridae","Omnivore","omnivore",70,50,70,2.869999886,5,90,27.7,"benthic",28,"50-100",0.000335331349289517
"5.9","4ºÅ»ú","GH010127.MP4","10:30-10:40","Î¤ÊÏ¹âÈúÓã",1,"Meiji","Chromis weberi","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,13.5,3.400000095,6,22,28,"pelagic",28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","10:40-10:50","ËÄÏßµÑöô",2,"Meiji","Lutjanus kasmira","Perciformes","Lutjanidae","Carnivore","generalist carnivore (fish and invertebrates)",40,25,40,3.869999886,30,150,26.4,"benthic",28,"40-50",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010127.MP4","10:40-10:50","ÔÓÉ«¼â×ìÓã",1,"Meiji","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","10:50-11","°¿ÏèË¥÷†",1,"Meiji","Pterois volitans","Scorpaeniformes","Scorpaenidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,45.70000076,4.349999905,7,29,27.9,"pelagic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","11-11:10","¶àÁÛÏ¼µûÓã",11,"Meiji","Hemitaurichthys polylepis","Perciformes","Chaetodontidae","Planktivore","planktivore",18,NA,18,3.089999914,8,32,27.7,"pelagic",28,"10-20",0.000461080605273085
"5.9","4ºÅ»ú","GH010127.MP4","11-11:10","ÍøÎÆÕ¬ÄàÓã",4,"Meiji","Dascyllus reticulatus","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,3.130000114,6,26,27.6,"pelagic",28,"< 10",0.000167665674644758
"5.9","4ºÅ»ú","GH010127.MP4","11-11:10","Ë«°ß¹âÈúÓã",1,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","11-11:10","Ë«É«ÁÑ´½Óã",1,"Meiji","Labroides bicolor","Perciformes","Labridae","Carnivore","ectoparasite feeder",15,NA,15,4.019999981,2,20,27.6,"pelagic",28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010127.MP4","11:10-11:20","»ÆÒí´ÌÎ²Óã",3,"Meiji","Acanthurus xanthopterus","Perciformes","Acanthuridae","Omnivore","omnivore",70,50,70,2.869999886,5,90,27.7,"benthic",28,"50-100",0.000125749255983569
"5.9","4ºÅ»ú","GH010127.MP4","11:40-11:50","ÐÂÔÂºûµûÓã",2,"Meiji","Chaetodon lunula","Perciformes","Chaetodontidae","Omnivore","omnivore",20,NA,20,3.700000048,18,82,27.7,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","0-10s","¼ÕÎÇ±ÇÓã",1,"Meiji","Naso lituratus","Perciformes","Acanthuridae","Herbivore","browsers",46,NA,56.11999893,2.319999933,5,30,27.7,"benthic",28,"50-100",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","0-10s","Á­Óã",7,"Meiji","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",0.000293414930628327
"5.9","4ºÅ»ú","GH010129.MP4","0-10s","Ò¸°ßÆÕÌáÓã",1,"Meiji","Bodianus axillaris","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",20,NA,24.39999962,3.420000076,2,40,27.5,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","0-10s","»Æ°°ðÐ×ìÓã",1,"Meiji","Scarus oviceps","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,35,2,3,11,28.4,"benthic",28,"30-40",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","0-10s","ÔÓÉ«¼â×ìÓã",1,"Meiji","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","0-10s","Ð¡¸ß÷¢´ÌÎ²Óã",1,"Meiji","Zebrasoma scopas","Perciformes","Acanthuridae","Herbivore","browsers",40,NA,48.79999924,2,1,60,27.6,"benthic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","0-10s","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","20-30s","ÔÓÉ«¼â×ìÓã",3,"Meiji","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",0.000125749255983569
"5.9","4ºÅ»ú","GH010129.MP4","30-40s","ËÆ»¨ÆÕÌáÓã",2,"Meiji","Bodianus anthioides","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",24,NA,29.28000069,3.440000057,6,60,27.6,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","30-40s","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","30-40s","Ð¡¸ß÷¢´ÌÎ²Óã",2,"Meiji","Zebrasoma scopas","Perciformes","Acanthuridae","Herbivore","browsers",40,NA,48.79999924,2,1,60,27.6,"benthic",28,"40-50",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","30-40s","Ë«°ß¹âÈúÓã",2,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","30-40s","Á­Óã",3,"Meiji","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",0.000125749255983569
"5.9","4ºÅ»ú","GH010129.MP4","50-60s","»ÆÒí´ÌÎ²Óã",2,"Meiji","Acanthurus xanthopterus","Perciformes","Acanthuridae","Omnivore","omnivore",70,50,70,2.869999886,5,90,27.7,"benthic",28,"50-100",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","50-60s","Ð¡±ÇÂÌðÐ×ìÓã",11,"Meiji","Chlorurus microrhicnos","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,70,NA,1,15,28.4,NA,28,"50-100",0.000461080605273085
"5.9","4ºÅ»ú","GH010129.MP4","50-60s","»ÆÄ÷¿ÚÓã",1,"Meiji","Forcipiger flavissimus","Perciformes","Chaetodontidae","Carnivore","generalist carnivore (fish and invertebrates)",22,NA,22,3.089999914,17,71,27.5,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","50-60s","µ¥ÁÐ³Ýöô",2,"Meiji","Monotaxis grandoculis","Perciformes","Lethrinidae","Carnivore","invertivore",NA,NA,60,3.450000048,5,30,28,"benthic",28,"50-100",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","50-60s","Ë¿ºûµûÓã",1,"Meiji","Chaetodon auriga","Perciformes","Chaetodontidae","Omnivore","omnivore",23,NA,23,3.690000057,7,31,28,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1-1:10","Ð¡±ÇÂÌðÐ×ìÓã",1,"Meiji","Chlorurus microrhicnos","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,70,NA,1,15,28.4,NA,28,"50-100",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1-1:10","Çà¾¨ðÐ×ìÓã",1,"Meiji","Cetoscarus bicolor","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,61,2,4,16,27.9,"benthic",28,"50-100",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:10-1:20","»ªÀöºûµûÓã",1,"Meiji","Chaetodon ornatissimus","Perciformes","Chaetodontidae","Corallivore","corallivore",20,NA,20,3.339999914,4,19,28.4,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:10-1:20","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:10-1:20","ºÚ±ß½ÇÁÛ÷ƒ",1,"Meiji","Melichthys vidua","Tetraodontiformes","Balistidae","Omnivore","omnivore",NA,NA,40,3.380000114,9,33,27.6,"benthic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:10-1:20","Ë«°ß¹âÈúÓã",1,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:30-1:40","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:30-1:40","Á­Óã",2,"Meiji","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:30-1:40","¼ÕÎÇ±ÇÓã",1,"Meiji","Naso lituratus","Perciformes","Acanthuridae","Herbivore","browsers",46,NA,56.11999893,2.319999933,5,30,27.7,"benthic",28,"50-100",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:30-1:40","ÖéºûµûÓã",1,"Meiji","Chaetodon kleirnii","Perciformes","Chaetodontidae","Omnivore","omnivore",15,NA,15,2.9,4,61,27.8,NA,28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:40-1:50","ÔÓÉ«¼â×ìÓã",1,"Meiji","Gomphosus varius","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",30,NA,36.59999847,3.579999924,2,30,27.8,"benthic",28,"30-40",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:40-1:50","»ÆÄ÷¿ÚÓã",2,"Meiji","Forcipiger flavissimus","Perciformes","Chaetodontidae","Carnivore","generalist carnivore (fish and invertebrates)",22,NA,22,3.089999914,17,71,27.5,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:50-2","Á­Óã",2,"Meiji","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","1:50-2","»ªÀöºûµûÓã",2,"Meiji","Chaetodon ornatissimus","Perciformes","Chaetodontidae","Corallivore","corallivore",20,NA,20,3.339999914,4,19,28.4,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","2-2:10","Á­Óã",2,"Meiji","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","2-2:10","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","2:10-2:20","Ò¸°ßÆÕÌáÓã",1,"Meiji","Bodianus axillaris","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",20,NA,24.39999962,3.420000076,2,40,27.5,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","2:10-2:20","Ë«°ß¹âÈúÓã",4,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000167665674644758
"5.9","4ºÅ»ú","GH010129.MP4","2:20-2:30","´Ö´½¸±ç³Àð",1,"Meiji","Parupeneus crassilabris","Perciformes","Mullidae","Carnivore","invertivore",NA,NA,38,3.640000105,9,41,27.7,"benthic",28,"30-40",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","2:20-2:30","ÐØ°ßÁÑ´½Óã",1,"Meiji","Labroides pectoralis","Perciformes","Labridae","Carnivore","ectoparasite feeder",11,NA,11,3.99000001,4,17,28.4,"pelagic",28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","2:20-2:30","ÎÛÉ«ÂÌðÐ×ìÓã",2,"Meiji","Chlorurus sordidus","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,40,2.619999886,5,26,27.5,"benthic",28,"40-50",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","2:30-2:40","Î¤ÊÏ¹âÈúÓã",1,"Meiji","Chromis weberi","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,13.5,3.400000095,6,22,28,"pelagic",28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","2:40-2:50","ÎÛÉ«ÂÌðÐ×ìÓã",1,"Meiji","Chlorurus sordidus","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,40,2.619999886,5,26,27.5,"benthic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","2:50-3","ºá´ø´½Óã",1,"Meiji","Cheilinus fasciatus","Perciformes","Labridae","Carnivore","invertivore",40,NA,48.79999924,3.369999886,4,40,28,"benthic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","2:50-3","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","3:10-3:20","°°°ß½õÓã",1,"Meiji","Thalassoma hardwicki","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",20,15,20,3.5,0,15,28.4,NA,28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","3:10-3:20","°ßµã¾Å¼¬öÔ",1,"Meiji","Gracila polleni","Perciformes","Serranidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,43,4.2,25,120,26.5,NA,28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","3:20-3:30","·²ÊÏ¹âÈúÓã",3,"Meiji","Chromis vanderbilti","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,6,3.190000057,4,12,28.1,"pelagic",28,"< 10",0.000125749255983569
"5.9","4ºÅ»ú","GH010129.MP4","3:20-3:30","ÈÕ±¾´ÌÎ²Óã",3,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",0.000125749255983569
"5.9","4ºÅ»ú","GH010129.MP4","3:20-3:30","µÒÊÏ½·È¸öô",1,"Meiji","Plectroglyphidodon dickii","Perciformes","Pomacentridae","Omnivore","omnivore",NA,NA,11,3.680000067,2,9,28.3,"benthic",28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","3:20-3:30","Ë«É«ÁÑ´½Óã",1,"Meiji","Labroides bicolor","Perciformes","Labridae","Carnivore","ectoparasite feeder",15,NA,15,4.019999981,2,20,27.6,"pelagic",28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","3:20-3:30","Î²ÎÆ¾Å¼¬öÔ",1,"Meiji","Cephalopholis urodelus","Perciformes","Serranidae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,28,4,3,15,28.4,NA,28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","3:30-3:40","Ë«°ß¹âÈúÓã",7,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",0.000293414930628327
"5.9","4ºÅ»ú","GH010129.MP4","3:30-3:40","»ªÀöºûµûÓã",1,"Meiji","Chaetodon ornatissimus","Perciformes","Chaetodontidae","Corallivore","corallivore",20,NA,20,3.339999914,4,19,28.4,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","3:40-3:50","Á­Óã",1,"Meiji","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","3:40-3:50","ÈÕ±¾´ÌÎ²Óã",3,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",0.000125749255983569
"5.9","4ºÅ»ú","GH010129.MP4","4-4:10","ÈÕ±¾´ÌÎ²Óã",1,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","4-4:10","ºÚ±ß½ÇÁÛ÷ƒ",1,"Meiji","Melichthys vidua","Tetraodontiformes","Balistidae","Omnivore","omnivore",NA,NA,40,3.380000114,9,33,27.6,"benthic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","4:10-4:20","Ð¡±ÇÂÌðÐ×ìÓã",11,"Meiji","Chlorurus microrhicnos","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,70,NA,1,15,28.4,NA,28,"50-100",0.000461080605273085
"5.9","4ºÅ»ú","GH010129.MP4","4:10-4:20","ÈÕ±¾´ÌÎ²Óã",3,"Meiji","Acanthurus japonicus","Perciformes","Acanthuridae","Herbivore","grazer/detritivores",21,NA,21,2.279999971,5,15,28.7,"benthic",28,"20-30",0.000125749255983569
"5.9","4ºÅ»ú","GH010129.MP4","4:20-4:30","¼ÕÎÇ±ÇÓã",1,"Meiji","Naso lituratus","Perciformes","Acanthuridae","Herbivore","browsers",46,NA,56.11999893,2.319999933,5,30,27.7,"benthic",28,"50-100",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","4:20-4:30","Ò¸°ßÆÕÌáÓã",1,"Meiji","Bodianus axillaris","Perciformes","Labridae","Carnivore","generalist carnivore (fish and invertebrates)",20,NA,24.39999962,3.420000076,2,40,27.5,"benthic",28,"20-30",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","4:20-4:30","Ë«°ß¹âÈúÓã",1,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",4.19164186611896e-05
"5.9","4ºÅ»ú","GH010129.MP4","4:30-4:40","Á­Óã",2,"Meiji","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH010129.MP4","4:30-4:40","ÂÌ´½ðÐ×ìÓã",1,"Meiji","Scarus forsteni","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,55,2,5,17,28.4,"benthic",28,"50-100",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","Á­Óã",2,"Meiji","Zanclus cornutus","Perciformes","Zanclidae","Omnivore","omnivore",23,21,23,2.49000001,5,182,27.7,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","½ð¿ÚÂí·òÓã",1,"Meiji","Heniochus chrysostomus","Perciformes","Chaetodontidae","Corallivore","corallivore",18,NA,18,3.75,5,22,27.8,"benthic",28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","¶àÁÛÏ¼µûÓã",72,"Meiji","Hemitaurichthys polylepis","Perciformes","Chaetodontidae","Planktivore","planktivore",18,NA,18,3.089999914,8,32,27.7,"pelagic",28,"10-20",0.00301798214360565
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","ÁÑ´½Óã",1,"Meiji","Labroides dimidiatus","Perciformes","Labridae","Carnivore","ectoparasite feeder",14,NA,14,3.460000038,1,30,27.8,"pelagic",28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","ÐÂÔÂºûµûÓã",2,"Meiji","Chaetodon lunula","Perciformes","Chaetodontidae","Omnivore","omnivore",20,NA,20,3.700000048,18,82,27.7,"benthic",28,"20-30",8.38328373223792e-05
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","Ð¡¸ß÷¢´ÌÎ²Óã",1,"Meiji","Zebrasoma scopas","Perciformes","Acanthuridae","Herbivore","browsers",40,NA,48.79999924,2,1,60,27.6,"benthic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","»ÆÒí´ÌÎ²Óã",1,"Meiji","Acanthurus xanthopterus","Perciformes","Acanthuridae","Omnivore","omnivore",70,50,70,2.869999886,5,90,27.7,"benthic",28,"50-100",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","Ë«°ß¹âÈúÓã",2,"Meiji","Chromis margaritifer","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,9,2.950000048,4,12,28.5,"pelagic",28,"< 10",8.38328373223792e-05
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","Ð¡±ÇÂÌðÐ×ìÓã",1,"Meiji","Chlorurus microrhicnos","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,70,NA,1,15,28.4,NA,28,"50-100",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","0-10s","ºá´ø´½Óã",1,"Meiji","Cheilinus fasciatus","Perciformes","Labridae","Carnivore","invertivore",40,NA,48.79999924,3.369999886,4,40,28,"benthic",28,"40-50",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","20-30s","À¶»ÆÃ·öô",23,"Meiji","Caesio teres","Perciformes","Caesionidae","Planktivore","planktivore",NA,NA,40,3.400000095,9,28,28.2,"pelagic",28,"40-50",0.000964077629207361
"5.9","4ºÅ»ú","GH020127.MP4","30-40s","·²ÊÏ¹âÈúÓã",4,"Meiji","Chromis vanderbilti","Perciformes","Pomacentridae","Planktivore","planktivore",NA,NA,6,3.190000057,4,12,28.1,"pelagic",28,"< 10",0.000167665674644758
"5.9","4ºÅ»ú","GH020127.MP4","30-40s","»ÆÒí´ÌÎ²Óã",1,"Meiji","Acanthurus xanthopterus","Perciformes","Acanthuridae","Omnivore","omnivore",70,50,70,2.869999886,5,90,27.7,"benthic",28,"50-100",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","1:20-1:30","¶àÁÛÏ¼µûÓã",10,"Meiji","Hemitaurichthys polylepis","Perciformes","Chaetodontidae","Planktivore","planktivore",18,NA,18,3.089999914,8,32,27.7,"pelagic",28,"10-20",0.000419164186611896
"5.9","4ºÅ»ú","GH020127.MP4","1:20-1:30","ËÄÏßµÑöô",2,"Meiji","Lutjanus kasmira","Perciformes","Lutjanidae","Carnivore","generalist carnivore (fish and invertebrates)",40,25,40,3.869999886,30,150,26.4,"benthic",28,"40-50",8.38328373223792e-05
"5.9","4ºÅ»ú","GH020127.MP4","1:20-1:30","°×¸¹°¼ÑÀ¶¹ÄïÓã",1,"Meiji","Amblyglyphidodon leucogaster","Perciformes","Pomacentridae","Carnivore","generalist carnivore (fish and invertebrates)",NA,NA,13,3.380000114,6,24,27.9,"pelagic",28,"10-20",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","1:20-1:30","Ð¡±ÇÂÌðÐ×ìÓã",4,"Meiji","Chlorurus microrhicnos","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,70,NA,1,15,28.4,NA,28,"50-100",0.000167665674644758
"5.9","4ºÅ»ú","GH020127.MP4","1:20-1:30","»Æ°°ðÐ×ìÓã",1,"Meiji","Scarus oviceps","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,35,2,3,11,28.4,"benthic",28,"30-40",4.19164186611896e-05
"5.9","4ºÅ»ú","GH020127.MP4","1:20-1:30","ÎÛÉ«ÂÌðÐ×ìÓã",1,"Meiji","Chlorurus sordidus","Perciformes","Scaridae","Herbivore","scraper/excavators",NA,NA,40,2.619999886,5,26,27.5,"benthic",28,"40-50",4.19164186611896e-05
